code,name,현재가,매수가격,적정가격,매도가격,매수가격예상수익률(%),적정가격예상수익률(%),매도가격예상수익률(%),ROE(%),ROE기준,배당수익률(%),배당성향(%),CF위험(회),CF이익비율-3,CF이익비율-2,CF이익비율-1,CF이익비율0,업종,주요제품
210120,빅텐츠,5300,-1691,-4035,-12291,-131.9,-176.13,-331.91,-68.41,2019/12,NaN,-0.0,1,-9.5,0.43,0.48,NaN,"영화, 비디오물, 방송프로그램 제작 및 배급업","드라마, OST"
236030,씨알푸드,8370,3533,3061,1396,-57.79,-63.43,-83.32,2.66,2019/12,NaN,0.0,0,1.08,1.56,2.5,NaN,"곡물가공품, 전분 및 전분제품 제조업","시리얼, 시리얼바"
189330,씨이랩,36050,648,510,25,-98.2,-98.59,-99.93,0.24,2019/12,NaN,0.0,0,1.0,2.5,4.0,NaN,소프트웨어 개발 및 공급업,"빅데이터 플랫폼(EMS, IOT), 빅데이터 SNS분석 솔루션(Buzzbee), 빅데이터 전문교육 및 인증사업, 빅데이터 기반 고객관리상권정보 서비스(Guppii), 전통시장활성화솔루션(Smilero)"
224760,엔에스컴퍼니,9260,4642,2233,-6251,-49.87,-75.88,-167.5,-6.32,2019/12,NaN,-0.0,0,2.0,1.0,0.79,NaN,토목 건설업,"산업플랜트 건설 및 경상정비, 자동차부품제조판매"
311060,엘에이티,3835,854,523,-645,-77.73,-86.37,-116.82,-3.95,2019/12,NaN,-0.0,1,0.0,-0.33,-1.0,NaN,특수 목적용 기계 제조업,"In-Line Sputter, OLED 패널 청정물류 이송 장비 등"
140660,위월드,1200,1713,1187,-667,42.74,-1.11,-155.56,-2.19,2019/12,NaN,-0.0,0,-0.44,1.83,-3.0,NaN,통신 및 방송 장비 제조업,"이동위성통신안테나, 위성방송시스템"
135160,지오씨,2590,1342,1196,681,-48.17,-53.82,-73.71,3.51,2019/12,NaN,0.0,1,0.8,-2.19,3.12,NaN,절연선 및 케이블 제조업,옥내외용케이블
150440,피노텍,3175,-78,-286,-1019,-102.45,-109.01,-132.09,-40.67,2019/12,NaN,-0.0,0,1.17,1.9,5.18,NaN,소프트웨어 개발 및 공급업,"인터넷전자등기시스템, 비대면금융거래플랫폼, 로보카운슬링 솔루션, 비대면실명확인 솔루션, 대출간편이동서비스(싸니자로)"
095570,AJ네트웍스,4640,6933,7031,7376,49.41,51.52,58.96,8.6,2019/12,6.04,30.55,3,-6.63,3.94,-2.13,-0.74,산업용 기계 및 장비 임대업,"렌탈(파렛트, OA장비, 건설장비)"
011150,CJ씨푸드,5180,1526,1332,652,-70.55,-74.28,-87.42,2.9,2019/12,NaN,0.0,1,2.36,-0.24,1.97,NaN,기타 식품 제조업,"수산물(어묵,맛살)가공품 도매,원양수산업,수출입"
016610,DB금융투자,4755,15836,15348,13630,233.04,222.78,186.64,6.56,2019/12,5.9,21.85,3,-5.87,1.95,-7.1,-0.91,금융 지원 서비스업,"유가증권,위탁매매,인수,자기매매"
017940,E1,46300,111224,69796,-76117,140.23,50.75,-264.4,-3.63,2019/12,4.55,-34.96,1,-1.38,13.19,0.51,0.37,기타 전문 도매업,"LPG(프로판,부탄가스),가스기기판매"
007700,F&F,87500,42189,50334,79022,-51.78,-42.48,-9.69,19.98,2022/12(E),0.89,13.97,0,0.68,0.3,1.07,0.65,봉제의복 제조업,"스포츠웨어(골프웨어) 제조/도서출판(단행본,유아/아동전집류(아인슈타인시리즈),잡지)/이천고속도로휴게소/문구사무용품,수입의류 판매,소매"
119650,KC코트렐,11050,4908,4231,1846,-55.59,-61.71,-83.3,2.52,2019/12,0.44,20.13,1,0.86,-1.84,5.92,11.28,일반 목적용 기계 제조업,전기집진기 등
092220,KEC,2695,1163,697,-943,-56.86,-74.14,-134.98,-4.2,2019/12,NaN,-0.0,0,1.88,8.48,-2.51,-7.73,반도체 제조업,반도체 제조
034220,LG디스플레이,15450,28226,25617,16426,82.69,65.8,6.32,4.11,2022/12(E),NaN,-0.0,0,2.75,48.27,-1.99,-1.66,전자부품 제조업,액정표시장치(TFT-LCD) 제조
229640,LS전선아시아,8070,5245,5736,7468,-35.01,-28.92,-7.45,12.9,2022/12(E),2.24,34.42,3,-0.37,1.14,-0.88,-0.46,기타 금융업,NaN
003570,S&T중공업,5680,15209,12689,3815,167.77,123.4,-32.84,1.63,2019/12,4.54,59.88,0,-0.89,2.28,1.71,6.48,자동차 신품 부품 제조업,"자동차부품(동력전달장치 등),공작기계(CNC선반 등),사출성형기 제조"
010950,S-Oil,71000,57949,59630,65551,-18.38,-16.01,-7.67,9.33,2022/12(E),0.21,35.65,1,0.83,-0.45,1.62,-0.4,석유 정제품 제조업,"석유제품,가스,윤활기유,윤활유,그리스,석유화학제품 제조,도매"
001740,SK네트웍스,4825,8059,7567,5834,67.02,56.83,20.92,5.31,2022/12(E),2.02,-22.64,2,-4.44,-1.49,4.26,0.66,기타 전문 도매업,"종합무역업(전자전기제품,섬유,에너지화학제품,철강금속제품),의류,수입산합판,MDF판매,정보통신사업,에너지유통사업"
285130,SK케미칼,428000,75050,90730,145955,-82.46,-78.8,-65.9,21.35,2022/12(E),0.7,55.76,0,1.16,1.47,1.52,2.44,합성고무 및 플라스틱 물질 제조업,"PETG 수지, PET 수지, 바이오디젤, 백신"
013580,계룡건설산업,24050,67456,80013,124241,180.48,232.7,416.59,19.41,2019/12,2.96,7.49,1,-0.51,0.68,0.1,2.04,토목 건설업,"건축공사,주택공사,토목공사,포장공사,전기공사"
005320,국동,3825,1069,623,-948,-72.04,-83.7,-124.78,-4.52,2019/12,NaN,-0.0,1,1.15,-0.68,-0.93,1.03,생활용품 도매업,"셔츠,스웨터,파자마(섬유제품) 제조,판매,수출/부동산 임대"
003920,남양유업,288500,848021,711990,232877,193.94,146.79,-19.28,1.8,2019/12,0.23,3.03,1,2.35,4.95,-27.75,1.03,낙농제품 및 식용빙과류 제조업,"시유,조제분유,발효유,이유밀,치즈,프렌치까페 제조,도매"
090350,노루페인트,7770,14932,14312,12129,92.17,84.19,56.1,6.1,2019/12,3.37,29.76,0,1.2,0.62,2.03,0.36,기타 화학제품 제조업,페인트 제조
001680,대상,25300,30246,32014,38240,19.55,26.54,51.14,10.87,2022/12(E),2.59,20.16,0,1.72,1.01,1.29,0.44,기타 식품 제조업,"전분,라이신,물엿,과당,포도당,MSG및 사료,조미료,항생제,핵산,커피 제조,도매/토목공사,건축공사"
012800,대창,1270,1723,1497,702,35.67,17.89,-44.75,2.75,2019/12,0.7,17.86,1,0.27,1.66,0.7,-0.29,1차 비철금속 제조업,"황동봉,동합금괴 제조,판매"
084010,대한제강,9400,22390,25193,35068,138.19,168.02,273.06,14.9,2022/12(E),3.32,16.35,1,1.98,-3.61,0.68,2.43,1차 철강 제조업,"제강,철재,철근,환봉,마환봉,빌레트 제조"
069460,대호에이엘,2435,400,-31,-1548,-83.56,-101.26,-163.59,-12.62,2019/12,NaN,-0.0,0,4.18,3.0,-2.22,NaN,1차 비철금속 제조업,"알루미늄 환절판 제조,도매,무역"
004830,덕성,9200,2770,2078,-359,-69.89,-77.41,-103.9,-0.77,2019/12,0.68,181.82,0,2.67,0.22,4.6,0.89,플라스틱제품 제조업,"플라스틱레쟈,합성수지,합성피혁 제조,도매"
145720,덴티움,43400,23002,26245,37667,-47.0,-39.53,-13.21,15.98,2022/12(E),NaN,0.0,2,0.53,-0.01,-0.26,1.56,의료용 기기 제조업,치과용 기기 제조업
049770,동원F&B,177500,189409,199110,233278,6.71,12.17,31.42,10.48,2022/12(E),1.33,17.63,0,0.69,0.3,1.32,1.37,기타 식품 제조업,"참치캔,음료,냉동식품 제조,판매"
001080,만호제강,18500,44261,35446,4400,139.25,91.6,-76.22,0.62,2020/06,1.47,65.36,0,0.9,-2.5,-19.5,3.0,1차 철강 제조업,"와이어로프,합성섬유로프,특수강선 제조,수출,임대"
005360,모나미,6250,2729,1867,-1167,-56.34,-70.13,-118.68,-2.39,2019/12,1.91,-76.09,0,1.54,1.07,1.44,11.5,생활용품 도매업,"BP153(BALL POINT PEN), P-3000(PLUS PEN), 유성매직, 보드마카, 네임펜, PARKER, WARTERMAN, 색연필"
008420,문배철강,2785,4528,3851,1465,62.59,38.27,-47.4,2.14,2019/12,1.95,43.1,1,-0.42,3.06,1.69,NaN,1차 철강 제조업,"철강재중 판재류(후판,박판,무늬강판) 제조,도매"
003650,미창석유공업,64800,139083,132187,107898,114.63,103.99,66.51,5.77,2019/12,2.52,19.63,1,-0.33,0.96,0.37,1.84,석유 정제품 제조업,"윤활유,고무배합유,전기절연유 제조,판매,수출입"
001340,백광산업,3370,4060,4312,5199,20.46,27.94,54.28,11.07,2019/12,3.05,21.01,0,1.81,1.28,1.44,1.03,기초 화학물질 제조업,"가성소다,합성염산 제조,판매"
007210,벽산,2180,2505,1840,-504,14.92,-15.61,-123.14,-1.18,2019/12,NaN,-0.0,1,0.78,-0.49,-3.92,3.65,기타 비금속 광물제품 제조업,"단열재, 천장재, 외장재, 내장재, 외단열, 바닥재 등"
026940,부국철강,4730,4612,3849,1163,-2.5,-18.63,-75.41,1.64,2019/12,1.43,81.52,1,-6.08,3.89,15.33,NaN,1차 철강 제조업,철강
015350,부산도시가스,51300,60728,60612,60204,18.38,18.15,17.36,7.84,2019/12,2.8,22.48,0,1.47,2.27,1.97,NaN,연료용 가스 제조 및 배관공급업,"도시가스 배관공급,가스기기 판매,설비공사"
002070,비비안,3550,2647,1731,-1495,-25.45,-51.25,-142.11,-3.07,2019/12,NaN,-0.0,0,2.6,-0.18,-26.6,-14.25,봉제의복 제조업,"여성내의류(스타킹,화운데이숀,란제리),카바링사 제조,수출입/부동산 매매,임대"
100220,비상교육,6750,14905,13707,9489,120.81,103.07,40.58,4.56,2019/12,3.22,28.8,0,0.57,1.7,1.23,-0.72,"서적, 잡지 및 기타 인쇄물 출판업","참고서 출판/소프트웨어 개발,공급"
030790,비케이탑스,16800,-1430,-4883,-17045,-108.51,-129.06,-201.46,-42.78,2019/12,NaN,-0.0,0,0.85,1.43,1.08,NaN,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","시스템통합소프트웨어 개발, 전자상거래"
007160,사조산업,31050,54602,35552,-31545,75.85,14.5,-201.59,-3.13,2019/12,0.4,-5.87,0,1.12,0.3,2.01,0.58,어로 어업,"원양어업(참치,명태,오징어),육가공,참치통조림,장류 제조/냉동냉장 창고운영/부동산 임대/컴퓨터,소프트웨어 개발,도매/팝콘,구운김 도매"
001470,삼부토건,5370,805,271,-1611,-85.01,-94.96,-129.99,-8.43,2019/12,NaN,0.0,2,-0.19,1.89,-2.06,-8.38,토목 건설업,"토목공사,건축공사,포장공사,건설업,분양사업/건설자재 제조"
006660,삼성공조,6660,22339,19045,7445,235.41,185.96,11.79,2.21,2019/12,0.75,10.26,0,3.51,-1.36,-1.78,-7.0,자동차 신품 부품 제조업,"자동차부품(라디에터,오일쿨러,인터쿨러) 제조,판매"
032830,삼성생명,75400,154327,136263,72638,104.68,80.72,-3.66,3.23,2022/12(E),3.56,54.23,1,0.95,0.76,6.9,-1.09,보험업,"생명보험,부동산 임대"
009150,삼성전기,151000,76025,81984,102974,-49.65,-45.71,-31.81,11.99,2022/12(E),0.88,16.6,0,2.34,1.36,1.39,2.44,전자부품 제조업,"영상,음향,통신장비,모듈,다층인쇄회로기판,적층세라믹콘덴서,고주파필터,전압제어발진기,온도보상형수정발진기,칩인덕터,디지털위성방송수신기,광픽업,편향코일"
145990,삼양사,54300,90557,80560,45352,66.77,48.36,-16.48,3.46,2019/12,1.98,31.52,1,-0.56,0.71,2.05,1.45,기타 식품 제조업,설탕
272550,삼양패키징,20900,21304,22180,25263,1.94,6.12,20.88,9.95,2019/12,4.76,37.54,0,1.27,1.21,1.49,NaN,플라스틱제품 제조업,PET 용기 및 아셉틱 OEM
004440,삼일씨엔에스,10500,16840,13035,-368,60.38,24.14,-103.51,-0.13,2019/12,0.5,18.01,0,0.52,4.3,3.25,NaN,"시멘트, 석회, 플라스터 및 그 제품 제조업","PHC파일, 골재, 강교제작"
009470,삼화전기,18900,6496,6367,5911,-65.63,-66.31,-68.72,7.03,2019/12,0.65,21.74,0,1.59,1.41,1.33,2.0,전자부품 제조업,"콘덴서 제조,판매"
007540,샘표,48800,56073,56008,55781,14.9,14.77,14.31,7.88,2019/12,0.49,4.77,0,1.82,1.4,1.39,0.83,기타 금융업,"간장,된장,고추장 제조,가공,판매,무역"
008490,서흥,48850,31347,35708,51069,-35.83,-26.9,4.54,15.85,2022/12(E),1.13,14.59,0,1.23,1.25,0.47,0.62,기타 화학제품 제조업,"의약품(하드캅셀,건강보조식품,소프트캅셀),건강보조식품,인삼제품 제조,판매"
027970,세하,1745,1163,1542,2878,-33.38,-11.64,64.91,34.66,2019/12,NaN,0.0,1,-4.71,0.96,1.04,NaN,"펄프, 종이 및 판지 제조업","백판지,마니라판지,지류,하수처리기계 제조/상하수도설비공사,수질오염방지시설공사"
017550,수산중공업,3610,1593,1392,684,-55.88,-61.45,-81.05,2.92,2019/12,0.4,333.33,0,2.0,5.75,1.75,1.65,특수 목적용 기계 제조업,"유압브레이커,트럭크레인,플라즈마 파암장비,특장차,산업기계,건설기계 제조,도매"
035510,신세계I&C,127000,119883,122945,133729,-5.6,-3.19,5.3,9.16,2019/12,1.86,32.28,1,1.06,0.93,-0.13,NaN,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","IT시스템 개발, 운영 및 유지보수, IT 컨설팅, IT장비솔루션 총판, 아웃소싱, IDC, IT기기 및 휴대폰 유통, 전자상품권"
005800,신영와코루,104000,279593,231297,61198,168.84,122.4,-41.16,1.41,2019/12,1.5,35.39,0,0.15,5.62,2.36,0.32,봉제의복 제조업,"여성용 내의류(화운데이션,란제리,블래지어),환자,노령자용 파자마,남성용 내의류 제조"
009270,신원,1460,1884,1516,221,29.05,3.86,-84.83,0.74,2019/12,NaN,0.0,1,1.62,3.33,3.34,-141.0,봉제의복 제조업,"여성,남성의류,스웨터,의복관련 악세사리,사카린,망초 제조,판매,수출입/섬유의류 도매/신용카드업/의류전문 물류대행 및 임대사업"
002870,신풍제지,2465,3363,4402,8062,36.44,78.59,227.05,32.25,2019/12,4.01,10.68,0,-0.29,1.15,1.54,0.79,"펄프, 종이 및 판지 제조업","마닐라판지 제조,도소매"
033660,아주캐피탈,12400,15973,17347,22190,28.81,39.9,78.95,12.44,2022/12(E),5.22,36.83,3,4.18,-6.28,-8.63,-6.34,기타 금융업,"투자회사,할부금융,리스/자동차정비,자동차리스"
005850,에스엘,15950,28103,28012,27690,76.19,75.62,73.61,7.78,2022/12(E),2.76,20.82,1,2.38,11.52,-0.94,0.91,자동차 신품 부품 제조업,"자동차부품(자동차램프류,샤시와조향기기,케스터홀더) 제조"
007460,에이프로젠 KIC,2400,1124,716,-721,-53.16,-70.17,-130.05,-3.43,2019/12,NaN,0.0,2,2.31,-0.94,-0.42,2.88,기타 금속 가공제품 제조업,"단열장치,철구조물,가열로,특수단열재(금속표면경화육성,원자로용) 제조/단열공사/부동산 임대"
010120,엘에스일렉트릭,58400,46977,48199,52502,-19.56,-17.47,-10.1,9.18,2022/12(E),2.2,34.66,0,0.91,1.0,1.28,1.72,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","고압기기,저압기기,변압기,배전반,PLC,인버터,빌딩설비,공조기,건축배관,자동화기기 제조,동가공"
271560,오리온,119000,48776,54596,75095,-59.01,-54.12,-36.89,14.51,2022/12(E),0.57,11.0,0,1.8,1.42,1.06,1.2,기타 식품 제조업,스낵 등 과자류
006980,우성사료,3180,4795,4181,2018,50.8,31.48,-36.54,2.85,2019/12,0.51,3.89,0,-1.0,2.93,1.64,5.86,"곡물가공품, 전분 및 전분제품 제조업","배합사료,Suit-feed(맞춤 TMR(육성우,건유우,착유우) 사료),농후사료,곡류(강피류 등 부산물) 제조,판매/부동산 임대,무역"
010600,웰바이오텍,2275,75,-1141,-5427,-96.68,-150.17,-338.55,-25.43,2019/12,NaN,-0.0,0,0.78,1.09,0.68,0.36,상품 중개업,"피혁의류 도,소매,의류 판매,수입,피혁(GRAIN LEATHER) 제조"
000910,유니온,6270,1895,-1460,-13276,-69.77,-123.28,-311.74,-16.57,2019/12,2.5,-9.88,0,24.4,6.43,1.5,1.97,"시멘트, 석회, 플라스터 및 그 제품 제조업","백시멘트,타일시멘트,알루미나시멘트,용융알루미나,급결제,필터프레스,유니필터제조,도매"
103590,일진전기,3170,6079,4490,-1105,91.77,41.65,-134.86,-1.07,2019/12,NaN,0.0,1,0.75,-3.46,2.24,12.0,절연선 및 케이블 제조업,NaN
004700,조광피혁,53500,38670,36646,29520,-27.72,-31.5,-44.82,5.66,2019/12,NaN,0.0,0,1.32,1.28,1.84,NaN,"가죽, 가방 및 유사제품 제조업","가죽(피혁원단,제화용원단,카시트용원단),가방,신발 제조,도매"
018470,조일알미늄,746,-1118,-3176,-10425,-249.81,-525.72,-1497.47,-51.1,2019/12,NaN,-0.0,0,19.75,0.52,-0.27,NaN,1차 비철금속 제조업,"알루미늄판 제조,도매"
002780,진흥기업,2430,993,1240,2111,-59.14,-48.97,-13.13,25.2,2019/12,NaN,0.0,2,-0.27,0.69,-1.57,NaN,토목 건설업,"아파트건설,토목공사,건축공사,국내도급공사"
035720,카카오,373000,65532,70303,87108,-82.43,-81.15,-76.65,11.67,2022/12(E),0.08,-3.55,0,2.25,6.74,3.64,2.18,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",인터넷 서비스(인터넷 광고)
009070,케이씨티시,3820,5643,5065,3031,47.71,32.59,-20.65,3.75,2019/12,1.64,18.91,0,1.29,0.53,1.63,1.45,도로 화물 운송업,"화물자동차운송,항만하역,창고보관,컨테이너조작,중량물해상운송"
030200,케이티,23750,49672,47664,40592,109.15,100.69,70.91,6.15,2022/12(E),4.07,46.39,0,2.82,3.18,3.25,3.62,전기 통신업,"유무선통신사업,공중전기통신사업,인터넷,전자상거래,네트워크(전용회선,데이터통신,초고속사업 등)"
003690,코리안리,7690,19636,19059,17025,155.35,147.84,121.39,6.62,2019/12,5.49,31.89,1,3.19,2.15,1.24,-0.08,재 보험업,금융보험/부동산 임대
044820,코스맥스비티아이,17450,26030,21492,5512,49.17,23.17,-68.41,1.36,2019/12,1.86,595.24,1,1.08,-0.06,0.78,2.74,기타 금융업,"화장품,의약부외품 제조,도매"
144620,코오롱머티리얼,3470,-1248,-2961,-8994,-135.97,-185.34,-359.21,-69.36,2019/12,NaN,-0.0,0,0.02,1.0,2.81,NaN,화학섬유 제조업,"합성섬유 제조/직물 도매,무역"
011280,태림포장,5770,3993,3743,2865,-30.8,-35.12,-50.35,5.25,2019/12,6.82,110.27,0,9.09,1.94,2.51,3.72,"골판지, 종이 상자 및 종이용기 제조업","골판지,골판지상자,수출용박스 제조,도매/인쇄"
001420,태원물산,3995,3472,2896,868,-13.1,-27.51,-78.27,1.62,2019/12,2.11,119.72,1,-2.33,inf,15.0,NaN,자동차 신품 부품 제조업,"자동차부품,워터펌프,인산정제석고,건축자재(불연내장재), 제조,수출입"
019180,티에이치엔,2420,6060,7987,14772,150.43,230.04,510.43,33.47,2019/12,1.64,6.26,0,1.45,1.36,0.72,1.59,기타 전기장비 제조업,"자동차부품(전기배선장치류) 제조,도매"
028670,팬오션,4185,5116,4904,4153,22.26,17.17,-0.75,6.1,2022/12(E),NaN,0.0,0,1.34,1.31,1.93,2.15,해상 운송업,"해상화물운송(외항,운수보관)"
090080,평화산업,1130,-360,-1090,-3662,-131.87,-196.48,-424.04,-47.59,2019/12,NaN,-0.0,0,-0.52,0.79,11.26,-2.64,자동차 신품 부품 제조업,"자동차부품(방진고무,방류고무(COVER류,CUP류),호스류),장비시설용 부품 제조,판매"
039130,하나투어,49200,15920,18140,25958,-67.64,-63.13,-47.24,15.87,2022/12(E),1.96,-144.72,0,1.61,0.81,4.85,1.21,여행사 및 기타 여행보조 서비스업,"일반여행알선,컴퓨터프로그램 개발,보급,통신판매"
010100,한국프랜지공업,2165,6569,6175,4786,203.43,185.21,121.05,5.35,2019/12,2.27,13.4,1,-1.53,21.0,3.61,-0.09,자동차 신품 부품 제조업,"자동차부품(제동,구동장치),프랜지(관이음쇠),철구조물,산업기계 제조"
002390,한독,32350,23825,23126,20665,-26.35,-28.51,-36.12,6.62,2022/12(E),1.21,10.84,0,-3.58,1.33,0.32,0.67,의약품 제조업,"의약품(소화제,크라포란,라식스)제조,도매,부동산 임대"
069640,한세엠케이,2950,-1823,-9058,-34542,-161.8,-407.07,-1270.91,-35.15,2019/12,NaN,-0.0,0,0.44,7.25,-0.03,-0.75,"섬유, 의복, 신발 및 가죽제품 소매업","케주얼웨어(BUCKAROO, TBJ 등)"
213500,한솔제지,13550,24095,23554,21652,77.82,73.83,59.79,6.92,2019/12,4.15,35.69,0,1.64,1.03,1.89,0.22,"펄프, 종이 및 판지 제조업","인쇄용지, 산업용지, 특수지 제조 및 판매"
014680,한솔케미칼,165000,55153,66769,107679,-66.57,-59.53,-34.74,21.5,2022/12(E),1.42,19.6,0,1.1,1.07,0.91,1.04,기초 화학물질 제조업,"과산화수소,라텍스,요소수지,수소액화탄산,차아황산소다 제조,판매,디지털카메라용 인화필름 제조,수출"
004710,한솔테크닉스,8830,8720,9154,10681,-1.24,3.66,20.96,10.4,2022/12(E),NaN,0.0,0,1.36,1.44,3.72,0.6,전자부품 제조업,"백라이트유닛,인버터,폴리바리콘,모니터,통신장비 제조"
018880,한온시스템,15750,5177,5948,8662,-67.13,-62.24,-45.0,16.54,2022/12(E),2.87,53.6,0,1.21,1.09,1.61,2.43,일반 목적용 기계 제조업,"자동차용부품(라디에이터,히터,에어콘,압축기,콘덴서,컴퓨레사) 제조,도매"
002320,한진,50100,54653,49984,33538,9.09,-0.23,-33.06,4.37,2022/12(E),1.65,-191.09,0,1.48,2.76,1.84,2.48,도로 화물 운송업,"포장화물,택배산업,항만하역,고속버스사업,운수보관"
195870,해성디에스,19100,15121,17270,24839,-20.83,-9.58,30.05,16.06,2022/12(E),2.22,32.47,0,0.7,1.37,1.24,1.48,전자부품 제조업,반도체 패키지용 Substrate
079430,현대리바트,14900,21185,20344,17381,42.18,36.54,16.65,6.18,2022/12(E),1.12,15.82,0,0.41,0.14,4.0,1.96,가구 제조업,"일반목재가구(책상,침실가구),주방가구,목창호,사무용가구,선실가구 제조"
069960,현대백화점,71800,167401,156970,120233,133.15,118.62,67.45,5.26,2022/12(E),1.2,12.05,0,1.11,1.22,1.29,2.63,종합 소매업,백화점
093240,형지엘리트,2980,1094,409,-2007,-63.27,-86.29,-167.36,-7.94,2020/06,NaN,-0.0,0,-2.75,-0.8,4.89,-0.67,봉제의복 제조업,"학생복,스포츠의류,작업복 제조,도매"
003010,혜인,5500,6917,5959,2588,25.76,8.35,-52.94,2.51,2019/12,1.39,16.44,2,-8.4,0.48,2.25,-0.59,기계장비 및 관련 물품 도매업,"건설기계,산업용 기계장비(진공흡인차,세정차),스테거크레인,비상용발전기,해상용엔진 도소매/창고"
002460,화성산업,12650,29701,29628,29371,134.79,134.21,132.19,7.82,2019/12,4.29,81.17,1,-1.14,1.89,1.53,2.18,건물 건설업,아파트 건설
079980,휴비스,8120,10427,9691,7098,28.42,19.35,-12.59,4.94,2020/12(E),2.46,-1875.0,1,2.8,1.22,-2.39,2.31,화학섬유 제조업,"합성섬유(폴리에스테르원사,원면),재생섬유,폴리에스텔 원사,원면,고상칩 제조,도소매"
