code,name,현재가,매수가격,적정가격,매도가격,매수가격예상수익률(%),적정가격예상수익률(%),매도가격예상수익률(%),ROE(%),ROE기준,배당수익률(%),배당성향(%),CF위험(회),CF이익비율-3,CF이익비율-2,CF이익비율-1,CF이익비율0,업종,주요제품
039240,경남스틸,1895,3271,3108,2534,72.62,64.01,33.7,5.76,2019/12,5.04,48.39,1,-0.12,3.62,1.79,NaN,1차 철강 제조업,"냉연강판,아연도강판, 산세코일, 열연아연도금강판, 전기아연도금강판 등"
060480,국일신동,4080,3268,2518,-124,-19.9,-38.28,-103.03,-0.23,2019/12,0.84,-555.56,1,0.51,-0.33,-4.5,NaN,1차 비철금속 제조업,황동봉
204620,글로벌텍스프리,3090,1843,1817,1728,-40.36,-41.18,-44.07,7.3,2019/12,NaN,0.0,0,2.62,0.86,1.35,-1.84,금융 지원 서비스업,환급창구운영사업
019660,글로본,3485,98,-366,-2002,-97.19,-110.52,-157.45,-22.2,2019/12,NaN,-0.0,0,0.96,0.06,0.11,NaN,상품 종합 도매업,벤처캐피탈
187790,나노,1540,1502,1161,-37,-2.5,-24.59,-102.4,-0.15,2019/12,NaN,0.0,1,-0.88,1.73,-4.11,-0.29,기초 화학물질 제조업,세라믹스제품
153460,네이블커뮤니케이션즈,4365,2678,1928,-714,-38.64,-55.82,-116.35,-1.54,2019/12,NaN,-0.0,0,1.06,0.38,4.0,NaN,소프트웨어 개발 및 공급업,"유무선융합 인프라, 클라이언트 및 All-IP 통신보안"
065170,넥스트BT,2000,218,-12,-820,-89.1,-100.58,-141.01,-12.43,2019/12,NaN,-0.0,1,0.18,-0.19,-1.29,-4.91,음·식료품 및 담배 도매업,건강보조식품 등
108380,대양전기공업,16150,20810,20109,17642,28.85,24.52,9.24,6.44,2019/12,1.44,15.31,2,2.29,-0.21,0.36,-0.56,선박 및 보트 건조업,"해상용 조명등기구, (함정용)전자시스템, 배전반류 등"
007680,대원,9110,23389,23040,21812,156.74,152.91,139.43,7.25,2019/12,2.23,29.69,1,0.11,0.17,-5.88,9.07,건물 건설업,아파트 시행 및 시공
054670,대한뉴팜,13100,6858,8816,15711,-47.65,-32.7,19.93,29.27,2019/12,NaN,0.0,1,-0.24,1.02,1.11,NaN,의약품 제조업,"동물약품, 인체약품, 유아용품"
317330,덕산테코피아,16150,9094,9991,13152,-43.69,-38.14,-18.57,13.2,2022/12(E),NaN,0.0,0,0.85,0.98,0.97,1.09,기타 화학제품 제조업,"OLED 소재, 반도체 소재"
077360,덕산하이메탈,7820,8353,7938,6477,6.82,1.51,-17.17,5.77,2019/12,NaN,0.0,0,0.48,6.83,1.78,2.54,반도체 제조업,솔더볼(Solderball)
086450,동국제약,26350,10250,11926,17827,-61.1,-54.74,-32.34,17.62,2022/12(E),0.9,12.85,0,0.57,0.6,1.01,0.61,의약품 제조업,"인사돌,복합마데카솔,파미레이"
005290,동진쎄미켐,31450,8888,10361,15551,-71.74,-67.05,-50.55,17.8,2019/12,0.54,7.91,0,1.13,0.88,1.04,0.86,기초 화학물질 제조업,"반도체,LCD용재료(감광제,봉지제),발포제"
187870,디바이스이엔지,29800,10996,12479,17703,-63.1,-58.12,-40.59,15.56,2019/12,0.0,0.0,1,-0.69,0.42,4.82,NaN,특수 목적용 기계 제조업,OLED용 FM MASK 세정장비
263690,디알젬,15650,3687,4303,6470,-76.44,-72.51,-58.66,17.88,2019/12,0.6,10.35,0,0.57,0.71,0.65,0.21,의료용 기기 제조업,"진단용 엑스선 촬영장치 및 부분품, X-ray 제너레이터 외"
033430,디에스티,370,-542,-998,-2604,-246.51,-369.73,-803.74,-323.28,2019/12,NaN,-0.0,1,-1.15,-1.03,-0.07,-0.0,특수 목적용 기계 제조업,몰리브덴 등
036170,라이브파이낸셜,1545,571,-471,-4143,-63.02,-130.5,-368.18,-16.79,2019/12,NaN,-0.0,0,2.2,2.43,-inf,4.0,반도체 제조업,LED패키지
171120,라이온켐텍,7720,5492,5284,4551,-28.86,-31.55,-41.05,6.26,2019/12,1.88,25.75,0,1.11,1.86,0.61,NaN,기타 화학제품 제조업,"합성왁스, 인조대리석"
281740,레이크머티리얼즈,2310,407,394,347,-82.38,-82.95,-84.96,6.49,2019/12,NaN,0.0,2,1.11,0.64,-0.08,-2.29,기타 화학제품 제조업,"LED, 반도체 소재 및 석유화학촉매"
067730,로지시스,5280,1256,937,-188,-76.21,-82.26,-103.57,-0.89,2019/12,1.74,-56.6,2,-1.0,6.0,-5.5,NaN,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","전산장비 판매 및 유지보수, VAN기기 대행관리"
029480,릭스솔루션,699,-95,-376,-1366,-113.52,-153.76,-295.49,-38.8,2019/12,NaN,-0.0,0,1.0,1.0,0.8,-1.69,통신 및 방송 장비 제조업,"네트워크 통합사업,네트워크 장비, 光 전송장비, S/W 제조, 네트워크관리"
042500,링네트,6560,4040,4211,4816,-38.42,-35.8,-26.58,10.02,2019/12,NaN,0.0,1,0.9,3.32,-0.73,1.83,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",네트워크 구축(Network Integration)
147760,마이크로프랜드,6180,1778,258,-5097,-71.23,-95.83,-182.47,-10.64,2019/12,NaN,-0.0,0,0.14,-2.03,-0.96,NaN,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",반도체 검사용 프로브카드
215200,메가스터디교육,38750,30112,37088,61657,-22.29,-4.29,59.11,23.46,2022/12(E),2.65,27.6,0,3.28,1.9,1.04,0.75,일반 교습 학원,"오프라인 학원, 온라인 강의"
006920,모헨즈,5070,1744,1499,637,-65.6,-70.43,-87.44,2.44,2019/12,NaN,0.0,1,2.07,4.76,-6.86,inf,"시멘트, 석회, 플라스터 및 그 제품 제조업",레미콘
214180,민앤지,16900,11732,13326,18940,-30.58,-21.15,12.07,15.62,2019/12,1.54,17.31,0,2.54,1.01,0.97,2.65,기타 정보 서비스업,휴대폰부가서비스
035620,바른손이앤에이,1495,1576,1982,3412,5.44,32.59,128.22,26.09,2019/12,NaN,-0.0,0,-11.38,1.4,1.18,-2.0,"영화, 비디오물, 방송프로그램 제작 및 배급업",게임 개발 및 서비스
032980,바이온,1640,-399,-1101,-3576,-124.31,-167.15,-318.05,-52.99,2019/12,NaN,-0.0,0,0.91,4.39,0.26,1.45,음·식료품 및 담배 도매업,"배너,타포린,화장품,자동차부품"
082800,비보존 헬스케어,2155,-28,-632,-2759,-101.29,-129.31,-228.03,-28.23,2019/12,NaN,-0.0,0,0.1,0.36,1.95,NaN,반도체 제조업,백색발광다이오드(LED)
083650,비에이치아이,2335,659,-865,-6233,-71.77,-137.04,-366.92,-18.41,2019/12,NaN,-0.0,0,1.3,-0.82,-1.45,1.55,일반 목적용 기계 제조업,"보일러,열교환기등"
042600,새로닉스,6100,5497,4782,2263,-9.89,-21.61,-62.9,2.78,2019/12,1.14,-25.81,2,-15.5,-0.73,136.0,0.43,전자부품 제조업,"광학시트, FFC"
019770,서연탑메탈,5860,3395,1726,-4153,-42.06,-70.54,-170.87,-5.87,2019/12,2.27,-23.35,1,0.28,-16.42,-4.5,1.66,특수 목적용 기계 제조업,자동차금형.건설중장비 부품
046890,서울반도체,18600,11540,11691,12225,-37.96,-37.14,-34.27,8.55,2022/12(E),0.96,26.35,0,1.7,1.09,3.42,1.87,반도체 제조업,"Display, Chip LED, Lamp"
027040,서울전자통신,710,984,713,-241,38.56,0.43,-133.89,-1.42,2019/12,NaN,0.0,1,-4.38,-1.18,1.28,-5.89,기계장비 및 관련 물품 도매업,"전자변성기, 무역업(트랜스포머자재)"
093920,서원인텍,6800,8644,8652,8678,27.12,27.23,27.62,7.97,2019/12,4.09,44.64,0,1.57,1.43,2.06,1.82,통신 및 방송 장비 제조업,휴대폰용키패드및부자재
123420,선데이토즈,21300,15761,16864,20748,-26.01,-20.83,-2.59,11.51,2022/12(E),NaN,0.0,0,0.79,1.13,1.61,2.08,소프트웨어 개발 및 공급업,모바일게임
043260,성호전자,1280,360,-6,-1298,-71.85,-100.49,-201.37,-12.14,2019/12,NaN,-0.0,0,4.33,10.0,-3.1,-21.0,전자부품 제조업,필름 콘덴서
094840,슈프리마에이치큐,6350,13079,12436,10173,105.96,95.84,60.2,5.79,2019/12,NaN,0.0,0,1.73,1.32,2.1,1.56,통신 및 방송 장비 제조업,지문인식솔루션및시스템
115570,스타플렉스,4560,5619,3536,-3799,23.23,-22.45,-183.3,-3.59,2019/12,1.07,-8.22,3,-1.54,-1.25,-2.46,-0.6,플라스틱제품 제조업,"광고용 플렉스(조명용, 비조명용)"
025320,시노펙스,4760,1141,1150,1179,-76.02,-75.85,-75.23,8.27,2019/12,NaN,0.0,0,0.9,0.85,1.56,-3.88,전자부품 제조업,"전자부품, 필터"
017000,신원종합개발,4540,10787,12394,18055,137.6,173.0,297.69,16.55,2019/12,NaN,0.0,1,0.08,-0.43,4.16,NaN,건물 건설업,토건
243840,신흥에스이씨,46200,20965,25774,42711,-54.62,-44.21,-7.55,23.24,2022/12(E),0.73,11.48,0,0.97,0.36,1.0,1.28,일차전지 및 축전지 제조업,"2차전지용 안전 부품(Cap Assembly, CID)"
264660,씨앤지하이테크,11800,10573,12494,19263,-10.4,5.88,63.24,19.05,2019/12,1.7,10.68,1,-0.09,0.27,1.81,NaN,특수 목적용 기계 제조업,"약액혼합공급장치, 화학약품재생장치"
060590,씨티씨바이오,7510,1072,-793,-7359,-85.73,-110.56,-197.99,-16.44,2019/12,NaN,-0.0,0,-0.02,0.42,-0.42,1.81,의약품 제조업,"동물용항병원성제품, 생균효소제"
246720,아스타,5060,-320,-1529,-5790,-106.32,-130.22,-214.42,-35.65,2019/12,NaN,-0.0,0,1.65,0.94,0.81,0.94,의료용품 및 기타 의약 관련제품 제조업,MALDI-TOF 질량분석기 기반 진단시스템
227610,아우딘퓨쳐스,4075,1149,-552,-6545,-71.81,-113.56,-260.61,-15.22,2019/12,NaN,-0.0,1,16.4,-0.59,0.09,1.42,기타 화학제품 제조업,"기초화장품, 마스크팩 등"
185490,아이진,15850,-423,-1968,-7409,-102.67,-112.42,-146.74,-36.04,2019/12,NaN,-0.0,0,0.73,0.9,0.88,0.83,자연과학 및 공학 연구개발업,"당뇨성망막병증 치료제, 욕창치료제, 자궁경부암 예방 백신 등"
175250,아이큐어,61900,6495,1664,-15350,-89.51,-97.31,-124.8,-9.42,2019/12,NaN,-0.0,0,-3.67,0.83,0.94,1.37,의약품 제조업,"플라스타, 의약 및 의약외품 패취등, 마스크팩, 화장품 기초라인"
052460,아이크래프트,4895,1704,1323,-21,-65.19,-72.98,-100.43,-0.07,2019/12,NaN,-0.0,1,3.14,-1.0,inf,1.56,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","인터넷핵심망(CCR,MCR,NAS등)"
065660,안트로젠,48500,4427,2077,-6197,-90.87,-95.72,-112.78,-6.51,2019/12,NaN,-0.0,0,-4.0,0.62,0.55,NaN,기타 전문 도매업,줄기세포치료제
140670,알에스오토메이션,8780,3375,2674,206,-61.56,-69.54,-97.65,0.38,2019/12,NaN,0.0,3,-1.28,-0.45,78.0,-13.0,전자부품 제조업,"모션제어기, 드라이브, 에너지제어장치"
217480,에스디생명공학,5560,2699,1685,-1886,-51.46,-69.7,-133.93,-3.7,2020/12(E),NaN,-0.0,3,-0.37,-1.93,-0.41,-0.3,기타 화학제품 제조업,"마스크팩, 기초화장품"
900080,에스앤씨엔진그룹,197,2877,2367,574,1360.29,1101.76,191.17,1.28,2019/12,NaN,0.0,0,1.02,2.0,2.22,3.46,기타 금융업,"오토바이, 제초기, 자동차기어"
041910,에스텍파마,12250,10592,12067,17263,-13.53,-1.49,40.92,15.86,2019/12,0.96,7.81,0,2.41,4.8,1.13,0.03,의약품 제조업,원료의약품
088800,에이스테크,24150,4059,5612,11081,-83.19,-76.76,-54.11,44.03,2022/12(E),NaN,-0.0,1,2.24,1.64,-0.93,1.09,통신 및 방송 장비 제조업,"단말기용안테나,기지국용안테나"
176440,에이치엔티,1920,492,340,-195,-74.37,-82.29,-110.16,-2.23,2019/12,NaN,-0.0,1,-3.53,3.77,2.55,-1.04,전자부품 제조업,휴대폰 카메라 모듈
239610,에이치엘사이언스,44500,24588,31208,54522,-44.75,-29.87,22.52,27.38,2019/12,0.73,10.42,0,1.09,1.07,0.9,NaN,기타 식품 제조업,건강기능식품 등
089530,에이티세미콘,920,4,-211,-970,-99.54,-122.96,-205.45,-26.47,2019/12,NaN,-0.0,0,2.65,2.66,6.92,-2.03,반도체 제조업,반도체 PKG&TEST
200470,에이팩트,6730,4066,4523,6135,-39.58,-32.79,-8.85,14.07,2019/12,NaN,0.0,0,3.74,1.81,1.96,NaN,"그외 기타 전문, 과학 및 기술 서비스업",메모리 반도체 테스트
109960,에이프로젠 H&G,887,886,667,-107,-0.09,-24.85,-112.03,-0.72,2019/12,NaN,-0.0,0,-0.27,-14.67,-1.25,-0.5,기타 전문 도매업,"차량용블루투스핸즈프리스피커폰, 가로동/보안등 어시스템, 모바일게임 퍼블리싱, 바이오의약품 연구개발업 및 판매, 생산설비 및 연구장비의 대여 및 판매"
038110,에코플라스틱,1780,2682,1485,-2731,50.7,-16.56,-253.45,-5.07,2019/12,1.99,-96.77,0,-15.63,-11.16,2.72,-5.2,자동차 신품 부품 제조업,BUMPER 및 자동차TRIM류
054940,엑사이엔씨,1510,1026,616,-828,-32.07,-59.22,-154.85,-4.18,2019/12,NaN,-0.0,2,-0.76,1.26,-1.73,6.22,실내건축 및 건축마무리 공사업,고주파고압변성기(FBT : Flyback Transformer)
217820,엔에스,10600,3553,3976,5467,-66.49,-62.49,-48.42,14.5,2019/12,1.58,18.22,2,-0.65,2.6,0.27,-1.44,특수 목적용 기계 제조업,2차전지 자동화 설비
031860,엔에스엔,1690,-59,-496,-2033,-103.49,-129.32,-220.29,-30.94,2019/12,NaN,-0.0,0,0.94,1.44,0.56,0.52,상품 종합 도매업,FLC
208860,엔지스테크널러지,4870,-1483,-3318,-9780,-130.45,-168.12,-300.81,-81.16,2019/12,NaN,-0.0,0,-inf,-0.22,0.86,1.22,소프트웨어 개발 및 공급업,"Nav-Link 솔루션, BringGo 어플리케이션 등"
198080,엔피디,4005,4142,5575,10622,3.43,39.21,165.21,37.63,2019/12,NaN,0.0,0,0.92,1.19,0.74,inf,전자부품 제조업,스마트폰 OLED용 FPCA
138690,엘아이에스,7960,738,-683,-5688,-90.73,-108.58,-171.46,-17.17,2019/12,NaN,-0.0,1,5.31,1.38,-2.18,0.21,특수 목적용 기계 제조업,"LGP Engraving M/C, Cell Sealing M/C"
083310,엘오티베큠,17100,9835,11285,16393,-42.49,-34.0,-4.13,16.44,2022/12(E),0.0,0.0,0,1.41,0.9,4.5,1.78,특수 목적용 기계 제조업,반도체제조용진공펌프
169330,엠브레인,7860,3621,4449,7367,-53.93,-43.4,-6.28,23.18,2020/06,NaN,43.05,0,1.11,0.46,0.76,0.8,시장조사 및 여론조사업,온라인 및 오프라인 리서치
259630,엠플러스,13550,3680,3657,3576,-72.84,-73.01,-73.61,7.64,2019/12,NaN,0.0,3,-1.1,-2.68,-5.78,0.79,특수 목적용 기계 제조업,이차전지 자동화 조립설비
053280,예스24,14500,2608,1775,-1158,-82.01,-87.76,-107.99,-2.47,2019/12,2.68,inf,1,-4.11,-7.0,4.78,-2.49,무점포 소매업,"도서,음반/DVD,화장품"
900300,오가닉티코스메틱,749,4818,5213,6601,543.3,595.93,781.33,12.19,2019/12,NaN,0.0,0,0.62,0.61,1.13,10.48,기타 금융업,"유아용 화장품(클렌징, 여름용, 피부케어, 기능성 화장품)"
082210,옵트론텍,6970,4572,4755,5399,-34.41,-31.79,-22.55,9.89,2022/12(E),0.41,6.76,0,2.25,1.52,0.84,3.07,사진장비 및 광학기기 제조업,"IRFilter,Grating"
153710,옵티팜,18350,1772,1254,-571,-90.34,-93.17,-103.11,-1.84,2019/12,NaN,-0.0,0,-0.19,-1.71,-0.33,NaN,의료용품 및 기타 의약 관련제품 제조업,"옵티케어, 메디피그 등"
122990,와이솔,16100,13255,14123,17182,-17.67,-12.28,6.72,11.26,2022/12(E),1.66,20.78,0,1.61,1.59,1.23,7.22,전자부품 제조업,"SAW Filter, Wafer Chip, Duplexer"
232140,와이아이케이,6180,1285,1326,1472,-79.21,-78.54,-76.18,9.49,2019/12,NaN,-0.0,0,0.15,1.35,0.25,2.39,특수 목적용 기계 제조업,메모리 웨이퍼 테스터
114630,우노앤컴퍼니,4400,3547,2518,-1104,-19.39,-42.76,-125.09,-1.78,2019/12,2.55,-277.78,0,1.93,2.56,73.0,2.13,화학섬유 제조업,"PVC가발사, 난연고열사"
101170,우림기계,4970,5127,4147,695,3.16,-16.56,-86.02,0.86,2019/12,NaN,-0.0,1,-3.72,2.76,-6.08,-5.0,일반 목적용 기계 제조업,"트랜스미션,감속기,기어전동축 제조"
018620,우진비앤지,3070,-583,-1766,-5932,-118.99,-157.52,-293.24,-47.55,2019/12,NaN,-0.0,0,0.44,0.77,1.12,0.23,의약품 제조업,"슈퍼티아,안티펜SM"
032940,원익,3930,4872,3803,37,23.98,-3.23,-99.06,0.05,2019/12,NaN,0.0,1,7.25,-0.14,1.62,0.52,기계장비 및 관련 물품 도매업,반도체용석영
024800,유성티엔에스,2540,7424,7651,8452,192.27,201.22,232.76,9.41,2019/12,0.53,1.92,1,0.49,3.18,1.59,-2.5,육상 여객 운송업,"운송,C형강,차량정비"
263770,유에스티,5740,1845,1760,1461,-67.86,-69.34,-74.54,5.92,2019/12,NaN,0.0,1,2.04,-2.15,2.5,NaN,1차 철강 제조업,스테인레스강관
215790,이노인스트루먼트,1960,388,-12,-1424,-80.18,-100.63,-172.65,-12.26,2020/12(E),NaN,-0.0,0,0.51,0.78,0.03,-1.0,통신 및 방송 장비 제조업,기업 인수 합병
065440,이루온,1385,995,792,76,-28.17,-42.84,-94.51,0.48,2019/12,NaN,0.0,1,-5.0,-0.38,3.9,-4.33,소프트웨어 개발 및 공급업,이동통신 핵심망 및 서비스망 솔루션 개발 공급
063760,이엘피,9260,13440,12842,10734,45.14,38.68,15.92,5.98,2019/12,1.0,14.46,1,0.81,1.13,0.74,-3.8,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",OLED 패널검사기 등
096040,이트론,274,102,38,-188,-62.78,-86.15,-168.45,-7.95,2019/12,NaN,-0.0,1,4.5,0.27,4.65,-16.0,기타 전문 도매업,컴퓨터 및 주변장치 제조
051370,인터플렉스,13400,10754,11820,15577,-19.75,-11.79,16.24,13.23,2022/12(E),NaN,-0.0,0,1.09,0.56,-0.86,-1.01,전자부품 제조업,연성회로기판(Flexible PCB)
065530,전파기지국,4385,1129,983,471,-74.26,-77.58,-89.27,2.82,2019/12,1.52,128.21,0,3.52,9.0,5.46,NaN,전기 통신업,공용기지국건설/관리
217190,제너셈,3485,1419,694,-1860,-59.27,-80.08,-153.38,-6.19,2019/12,1.64,13.59,0,0.45,0.67,1.8,NaN,특수 목적용 기계 제조업,반도체 후공정 장비
095700,제넥신,119000,7580,4079,-8254,-93.63,-96.57,-106.94,-5.35,2019/12,NaN,-0.0,0,0.97,0.53,0.93,0.82,자연과학 및 공학 연구개발업,항체융합단백질 치료제 및 유전자치료 백신개발
072520,제넨바이오,3805,-530,-1127,-3229,-113.92,-129.61,-184.86,-97.07,2019/12,NaN,-0.0,0,1.04,0.71,0.99,0.75,폐기물 처리업,휴대폰윈도우
122310,제노레이,9440,5572,6683,10597,-40.98,-29.2,12.25,20.52,2022/12(E),1.8,14.21,0,0.73,0.63,0.73,0.56,의료용 기기 제조업,의료용 방사선 진단기기
159580,제로투세븐,8010,3243,2948,1911,-59.52,-63.19,-76.14,4.17,2020/12(E),NaN,0.0,0,-1.44,-1.24,1.0,2.28,생활용품 도매업,유아동복 및 용품
033100,제룡전기,5160,3740,3926,4580,-27.52,-23.92,-11.23,10.4,2019/12,0.74,14.37,0,-3.92,1.79,1.28,NaN,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","송배전용금구류,변압기"
033320,제이씨현시스템,9280,3555,2872,467,-61.69,-69.05,-94.97,0.83,2019/12,NaN,0.0,1,0.1,0.26,4.68,-0.57,기계장비 및 관련 물품 도매업,"메인보드, 그래픽카드"
044060,조광ILI,8180,4905,4840,4613,-40.03,-40.83,-43.61,7.33,2019/12,NaN,0.0,1,1.13,0.56,1.88,-1.02,일반 목적용 기계 제조업,"안전밸브,스팀트랩"
094360,칩스앤미디어,12300,3926,4374,5954,-68.08,-64.44,-51.59,14.18,2022/12(E),1.6,24.95,0,1.27,1.45,0.81,11.0,소프트웨어 개발 및 공급업,비디오 IP
192250,케이사인,1695,760,744,689,-55.16,-56.08,-59.34,7.0,2019/12,NaN,0.0,0,-0.94,3.37,1.53,0.78,소프트웨어 개발 및 공급업,NaN
115500,케이씨에스,5770,1972,2158,2812,-65.83,-62.61,-51.27,12.92,2019/12,4.89,93.22,0,0.75,2.03,0.26,NaN,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",컴퓨터시스템 통합 구축 및 철도 도로 교통인프라
093320,케이아이엔엑스,74200,20452,23260,33147,-72.44,-68.65,-55.33,15.72,2022/12(E),1.37,16.22,0,1.11,0.95,1.55,1.62,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",인터넷연동서비스 등
217600,켐온,5710,539,508,397,-90.56,-91.11,-93.05,5.42,2019/12,NaN,0.0,0,2.0,8.33,2.37,NaN,자연과학 및 공학 연구개발업,비임상연구시험대행
036690,코맥스,5390,4422,4271,3740,-17.96,-20.75,-30.61,6.42,2019/12,1.14,19.14,1,0.56,0.22,0.5,-23.0,통신 및 방송 장비 제조업,"홈네트워크시스템,CCTV 방송설비"
089890,코세스,7640,2477,3112,5347,-67.57,-59.27,-30.01,25.95,2019/12,NaN,0.0,1,2.24,-0.09,1.0,NaN,특수 목적용 기계 제조업,반도체SolderBall부착장비등
241710,코스메카코리아,13400,12519,12941,14430,-6.58,-3.42,7.68,9.57,2022/12(E),NaN,0.0,1,0.95,1.1,2.34,-0.43,기타 화학제품 제조업,"화장품 OEM, ODM"
029960,코엔텍,8820,3782,4328,6253,-57.12,-50.92,-29.11,16.22,2019/12,5.44,111.8,0,1.58,1.25,1.21,NaN,폐기물 처리업,산업폐기물 소각/매립처리
052330,코텍,9230,22051,23285,27631,138.91,152.28,199.37,10.74,2019/12,3.11,20.25,0,0.71,0.63,2.25,2.32,영상 및 음향기기 제조업,"Touch Screen Monitor, 산업용 CRT Monitor"
200130,콜마비앤에이치,51300,13552,17322,30596,-73.58,-66.23,-40.36,28.4,2022/12(E),0.9,13.56,0,1.09,0.38,1.06,0.72,기초 의약물질 및 생물학적 제제 제조업,건강기능식품
016600,큐캐피탈,595,514,399,-5,-13.7,-32.96,-100.82,-0.06,2019/12,NaN,0.0,2,-0.01,1.44,-16.8,NaN,기타 금융업,벤처투자
219130,타이거일렉,16050,6096,5476,3290,-62.02,-65.88,-79.5,3.77,2019/12,NaN,0.0,0,1.19,1.75,2.27,NaN,전자부품 제조업,인쇄회로기판 제조업
117730,티로보틱스,7000,2262,1961,901,-67.69,-71.99,-87.13,2.68,2020/12(E),NaN,-0.0,1,0.27,0.88,0.28,-3.67,특수 목적용 기계 제조업,"중대형 시스템, 중대형 로봇"
214450,파마리서치프로덕트,60600,27542,32480,49870,-54.55,-46.4,-17.71,18.85,2022/12(E),0.82,17.88,0,0.58,0.6,1.01,0.95,생활용품 도매업,재생의약품
049120,파인디앤씨,1875,846,190,-2122,-54.87,-89.88,-213.19,-9.79,2019/12,1.18,-17.73,0,1.07,4.55,-34.0,0.94,전자부품 제조업,Lamp Reflector
131760,파인텍,1595,1135,893,37,-28.81,-44.04,-97.69,0.2,2019/12,NaN,0.0,1,0.8,31.75,-1.58,0.71,특수 목적용 기계 제조업,OLED 제조장비
087010,펩트론,15850,-69,-1500,-6542,-100.43,-109.47,-141.27,-28.3,2019/12,NaN,-0.0,0,1.17,0.53,0.76,NaN,기초 의약물질 및 생물학적 제제 제조업,약효지속성 의약품 및 펩타이드 소재
023900,풍국주정,22100,10009,9557,7962,-54.71,-56.76,-63.97,5.95,2019/12,0.96,25.89,0,1.24,0.93,1.65,2.38,알코올음료 제조업,발효주정
214270,퓨쳐스트림네트웍스,1175,552,545,521,-53.03,-53.61,-55.67,7.36,2019/12,NaN,0.0,2,-7.0,0.28,1.14,-1.5,소프트웨어 개발 및 공급업,카울리
220100,퓨쳐켐,15100,-353,-1316,-4710,-102.34,-108.72,-131.19,-40.26,2019/12,NaN,-0.0,0,0.62,0.45,0.5,1.31,의약품 제조업,"PET 방사성의약품, 자동합성장치, 합성시약 및 전구체"
051380,피씨디렉트,12450,5107,5407,6465,-58.98,-56.57,-48.07,10.89,2019/12,0.93,20.96,1,0.38,0.75,-1.42,NaN,기계장비 및 관련 물품 도매업,"스토리지(HDD), 프로세서(CPU), Memory, Monitor등"
149980,하이로닉,3990,2544,2286,1378,-36.25,-42.71,-65.47,3.79,2019/12,1.0,27.18,1,0.82,inf,1.65,-2.25,의료용 기기 제조업,피부미용 의료기기
080720,한국유니온제약,20300,7251,7185,6954,-64.28,-64.6,-65.74,7.52,2019/12,NaN,0.0,2,0.77,-0.53,-4.12,-0.21,의약품 제조업,"항생제, 순환기계, 근골격계, 소화기계류 완제의약품"
063570,한국전자금융,6050,4894,5130,5960,-19.11,-15.21,-1.48,10.32,2022/12(E),1.41,83.33,0,1.85,0.8,3.22,5.02,금융 지원 서비스업,"ATM관리사업,CD-VAN사업"
054040,한국컴퓨터,3240,4851,4100,1454,49.71,26.53,-55.12,1.97,2019/12,4.25,27.54,0,1.09,1.04,2.68,-4.3,전자부품 제조업,LCD Module용 부품
053590,한국테크놀로지,1220,-382,-851,-2504,-131.33,-169.79,-305.26,-82.27,2019/12,NaN,-0.0,1,2.46,-19.17,5.05,0.94,자동차 신품 부품 제조업,신재생에너지관련장비
005860,한일사료,1850,1039,641,-761,-43.83,-65.35,-141.16,-3.85,2019/12,1.37,-41.67,2,-24.89,-11.24,-1.84,2.0,동물용 사료 및 조제식품 제조업,배합사료
900270,헝셩그룹,759,3922,4260,5449,416.8,461.28,617.97,12.44,2019/12,NaN,0.0,1,0.99,-0.73,1.25,2.63,기타 금융업,자회사 제품 : 아동용 완구 및 아동복 등
061250,화일약품,12100,5414,4836,2799,-55.26,-60.03,-76.87,3.59,2019/12,1.91,56.56,0,1.54,1.04,0.9,NaN,의약품 제조업,의약품 원료
097870,효성오앤비,7930,6020,5206,2338,-24.08,-34.35,-70.52,2.61,2020/06,1.56,53.19,1,-1.18,3.93,5.4,5.17,"비료, 농약 및 살균, 살충제 제조업","혼합유박비료,유기복합비료,혼합유기질비료"
243070,휴온스,61500,25549,29961,45501,-58.46,-51.28,-26.01,18.33,2022/12(E),1.18,16.45,0,0.83,0.46,0.87,0.61,의약품 제조업,"전문의약품, 일반의약품"
145020,휴젤,204500,57011,58368,63145,-72.12,-71.46,-69.12,9.07,2022/12(E),NaN,0.0,0,0.63,1.09,1.13,0.7,기초 의약물질 및 생물학적 제제 제조업,"보툴리눔톡신, 필러"
200580,메디쎄이,8400,4653,4791,5274,-44.6,-42.97,-37.21,9.35,2019/12,NaN,0.0,0,1.38,1.12,2.26,NaN,의료용 기기 제조업,정형외과용 척추임플란트
216400,바이오코아,12400,1269,808,-813,-89.77,-93.48,-106.56,-3.43,2019/12,NaN,0.0,0,1.57,3.0,4.15,NaN,자연과학 및 공학 연구개발업,"CRO(분석/생동/임상) 서비스, 유전체 분석 및 유전체 분석제품 개발 등"
